gene_name,gene_id,start,end,chromosome,chromosome_nc
FAM96B,gene-FAM96B,52631539,52633949,chr5,NC_023646.1
LOC103233136,gene-LOC103233136,52634591,52646084,chr5,NC_023646.1
LOC103233135,gene-LOC103233135,52651682,52670092,chr5,NC_023646.1
LOC103233139,gene-LOC103233139,52700576,52703775,chr5,NC_023646.1
WDR59,gene-WDR59,52718039,52836337,chr5,NC_023646.1
LOC103233140,gene-LOC103233140,52800303,52800678,chr5,NC_023646.1
LOC103233142,gene-LOC103233142,52866498,52867953,chr5,NC_023646.1
FA2H,gene-FA2H,52930289,52993751,chr5,NC_023646.1
LOC103233143,gene-LOC103233143,52933713,52942984,chr5,NC_023646.1
MLKL,gene-MLKL,53005537,53040754,chr5,NC_023646.1
RFWD3,gene-RFWD3,53045408,53092214,chr5,NC_023646.1
GLG1,gene-GLG1,53109745,53263878,chr5,NC_023646.1
PDPR,gene-PDPR,53296772,53341206,chr5,NC_023646.1
CLEC18C,gene-CLEC18C,53343524,53368055,chr5,NC_023646.1
LOC103233150,gene-LOC103233150,53387867,53397458,chr5,NC_023646.1
TRNAG-GCC,gene-TRNAG-GCC,53392430,53392500,chr5,NC_023646.1
EXOSC6,gene-EXOSC6,53397973,53399526,chr5,NC_023646.1
AARS,gene-AARS,53399717,53433472,chr5,NC_023646.1
DDX19B,gene-DDX19B,53438552,53480623,chr5,NC_023646.1
LOC103233155,gene-LOC103233155,53480313,53498291,chr5,NC_023646.1
DDX19A,gene-DDX19A,53498746,53522981,chr5,NC_023646.1
ST3GAL2,gene-ST3GAL2,53530077,53585065,chr5,NC_023646.1
FUK,gene-FUK,53606693,53634749,chr5,NC_023646.1
COG4,gene-COG4,53635045,53673205,chr5,NC_023646.1
LOC103233160,gene-LOC103233160,53648917,53650752,chr5,NC_023646.1
SF3B3,gene-SF3B3,53673443,53724485,chr5,NC_023646.1
IL34,gene-IL34,53731330,53802142,chr5,NC_023646.1
MTSS1L,gene-MTSS1L,53802594,53827763,chr5,NC_023646.1
VAC14,gene-VAC14,53829168,53944178,chr5,NC_023646.1
TRNAG-GCC-2,gene-TRNAG-GCC-2,53920871,53920941,chr5,NC_023646.1
TRNAG-GCC-3,gene-TRNAG-GCC-3,53921690,53921760,chr5,NC_023646.1
TRNAG-GCC-4,gene-TRNAG-GCC-4,53931057,53931127,chr5,NC_023646.1
TRNAG-GCC-5,gene-TRNAG-GCC-5,53931763,53931833,chr5,NC_023646.1
HYDIN,gene-HYDIN,53950286,54435770,chr5,NC_023646.1
LOC103233166,gene-LOC103233166,54067444,54069606,chr5,NC_023646.1
CMTR2,gene-CMTR2,54428889,54435770,chr5,NC_023646.1
CALB2,gene-CALB2,54503635,54538304,chr5,NC_023646.1
TRNAM-CAU,gene-TRNAM-CAU,54555369,54555441,chr5,NC_023646.1
LOC103233538,gene-LOC103233538,54557816,54561753,chr5,NC_023646.1
ZNF23,gene-ZNF23,54578420,54609302,chr5,NC_023646.1
ZNF19,gene-ZNF19,54605462,54614750,chr5,NC_023646.1
CHST4,gene-CHST4,54650418,54663195,chr5,NC_023646.1
LOC103233172,gene-LOC103233172,54693350,54694872,chr5,NC_023646.1
TAT,gene-TAT,54695342,54749291,chr5,NC_023646.1
MARVELD3,gene-MARVELD3,54748029,54765007,chr5,NC_023646.1
PHLPP2,gene-PHLPP2,54767935,54845700,chr5,NC_023646.1
AP1G1,gene-AP1G1,54850831,54944915,chr5,NC_023646.1
LOC103233176,gene-LOC103233176,54903299,54905876,chr5,NC_023646.1
ATXN1L,gene-ATXN1L,54987876,54996932,chr5,NC_023646.1
ZNF821,gene-ZNF821,54999497,55024035,chr5,NC_023646.1
IST1,gene-IST1,55030916,55063824,chr5,NC_023646.1
PKD1L3,gene-PKD1L3,55063602,55155171,chr5,NC_023646.1
DHODH,gene-DHODH,55161788,55177383,chr5,NC_023646.1
TXNL4B,gene-TXNL4B,55180335,55244607,chr5,NC_023646.1
HP,gene-HP,55206249,55211274,chr5,NC_023646.1
LOC103233192,gene-LOC103233192,55223995,55227908,chr5,NC_023646.1
DHX38,gene-DHX38,55243934,55264084,chr5,NC_023646.1
PMFBP1,gene-PMFBP1,55269565,55332531,chr5,NC_023646.1
LOC103233188,gene-LOC103233188,55395318,55403318,chr5,NC_023646.1
LOC103233186,gene-LOC103233186,55581618,55759679,chr5,NC_023646.1
ZFHX3,gene-ZFHX3,55912325,56174010,chr5,NC_023646.1
LOC103233196,gene-LOC103233196,55941216,55962627,chr5,NC_023646.1
LOC103233195,gene-LOC103233195,56171050,56182576,chr5,NC_023646.1
C5H16orf47,gene-C5H16orf47,56253072,56254797,chr5,NC_023646.1
LOC103233540,gene-LOC103233540,56257956,56261080,chr5,NC_023646.1
LOC103233201,gene-LOC103233201,56270242,56638280,chr5,NC_023646.1
LOC103233200,gene-LOC103233200,56413574,56423632,chr5,NC_023646.1
TRNAK-UUU,gene-TRNAK-UUU,56611193,56611265,chr5,NC_023646.1
LOC103233203,gene-LOC103233203,56678524,56689075,chr5,NC_023646.1
PSMD7,gene-PSMD7,57433469,57443013,chr5,NC_023646.1
WWP2,gene-WWP2,57465559,57676224,chr5,NC_023646.1
NOB1,gene-NOB1,57646386,57661014,chr5,NC_023646.1
NQO1,gene-NQO1,57676547,57695434,chr5,NC_023646.1
NFAT5,gene-NFAT5,57705022,57838569,chr5,NC_023646.1
LOC103233210,gene-LOC103233210,57939055,57978240,chr5,NC_023646.1
TERF2,gene-TERF2,58019422,58051819,chr5,NC_023646.1
TMED6,gene-TMED6,58054903,58063685,chr5,NC_023646.1
NIP7,gene-NIP7,58064294,58067645,chr5,NC_023646.1
COG8,gene-COG8,58067515,58078567,chr5,NC_023646.1
PDF,gene-PDF,58076566,58078567,chr5,NC_023646.1
VPS4A,gene-VPS4A,58081800,58095115,chr5,NC_023646.1
SNTB2,gene-SNTB2,58096883,58220668,chr5,NC_023646.1
CIRH1A,gene-CIRH1A,58236110,58275057,chr5,NC_023646.1
CHTF8,gene-CHTF8,58275047,58289331,chr5,NC_023646.1
LOC103233222,gene-LOC103233222,58286909,58288698,chr5,NC_023646.1
HAS3,gene-HAS3,58289672,58306843,chr5,NC_023646.1
TANGO6,gene-TANGO6,58326128,58570184,chr5,NC_023646.1
CDH1,gene-CDH1,58578244,58679677,chr5,NC_023646.1
CDH3,gene-CDH3,58717600,58775033,chr5,NC_023646.1
ZFP90,gene-ZFP90,58839959,58869761,chr5,NC_023646.1
SMPD3,gene-SMPD3,58965965,59057823,chr5,NC_023646.1
PRMT7,gene-PRMT7,59058827,59106177,chr5,NC_023646.1
SLC7A6OS,gene-SLC7A6OS,59106191,59116540,chr5,NC_023646.1
SLC7A6,gene-SLC7A6,59118131,59164659,chr5,NC_023646.1
PLA2G15,gene-PLA2G15,59160396,59184472,chr5,NC_023646.1
ESRP2,gene-ESRP2,59184624,59192842,chr5,NC_023646.1
NFATC3,gene-NFATC3,59193139,59346361,chr5,NC_023646.1
LOC103233237,gene-LOC103233237,59291422,59293017,chr5,NC_023646.1
DUS2,gene-DUS2,59352465,59413523,chr5,NC_023646.1
DDX28,gene-DDX28,59412602,59415170,chr5,NC_023646.1
LOC103233246,gene-LOC103233246,59420543,59423737,chr5,NC_023646.1
DPEP2,gene-DPEP2,59439237,59447400,chr5,NC_023646.1
DPEP3,gene-DPEP3,59451905,59457108,chr5,NC_023646.1
LOC103233249,gene-LOC103233249,59463999,59468971,chr5,NC_023646.1
SLC12A4,gene-SLC12A4,59472831,59495690,chr5,NC_023646.1
LCAT,gene-LCAT,59495936,59500530,chr5,NC_023646.1
PSMB10,gene-PSMB10,59502616,59505584,chr5,NC_023646.1
CTRL,gene-CTRL,59508058,59510392,chr5,NC_023646.1
PSKH1,gene-PSKH1,59510587,59543560,chr5,NC_023646.1
NRN1L,gene-NRN1L,59551441,59553214,chr5,NC_023646.1
EDC4,gene-EDC4,59553312,59565714,chr5,NC_023646.1
NUTF2,gene-NUTF2,59567429,59592725,chr5,NC_023646.1
THAP11,gene-THAP11,59595411,59598401,chr5,NC_023646.1
CENPT,gene-CENPT,59604893,59611140,chr5,NC_023646.1
TSNAXIP1,gene-TSNAXIP1,59611229,59631212,chr5,NC_023646.1
RANBP10,gene-RANBP10,59631308,59711098,chr5,NC_023646.1
GFOD2,gene-GFOD2,59715257,59769806,chr5,NC_023646.1
C5H16orf86,gene-C5H16orf86,59775704,59777625,chr5,NC_023646.1
ENKD1,gene-ENKD1,59777714,59781715,chr5,NC_023646.1
PARD6A,gene-PARD6A,59781890,59783990,chr5,NC_023646.1
ACD,gene-ACD,59783842,59787117,chr5,NC_023646.1
RLTPR,gene-RLTPR,59787069,59801615,chr5,NC_023646.1
LOC103233266,gene-LOC103233266,59793875,59800645,chr5,NC_023646.1
LOC103233271,gene-LOC103233271,59801816,59804568,chr5,NC_023646.1
CTCF,gene-CTCF,59806753,59889534,chr5,NC_023646.1
LOC103233542,gene-LOC103233542,59880010,59890217,chr5,NC_023646.1
FAM65A,gene-FAM65A,59905713,59923573,chr5,NC_023646.1
AGRP,gene-AGRP,59972728,59974728,chr5,NC_023646.1
ATP6V0D1,gene-ATP6V0D1,59976118,60018414,chr5,NC_023646.1
HSD11B2,gene-HSD11B2,60017967,60040959,chr5,NC_023646.1
LOC103233277,gene-LOC103233277,60039712,60048866,chr5,NC_023646.1
ZDHHC1,gene-ZDHHC1,60040264,60062531,chr5,NC_023646.1
TPPP3,gene-TPPP3,60063418,60067166,chr5,NC_023646.1
LRRC36,gene-LRRC36,60072017,60126610,chr5,NC_023646.1
KCTD19,gene-KCTD19,60126657,60164880,chr5,NC_023646.1
PLEKHG4,gene-PLEKHG4,60157217,60177105,chr5,NC_023646.1
SLC9A5,gene-SLC9A5,60181229,60207913,chr5,NC_023646.1
FHOD1,gene-FHOD1,60207972,60227032,chr5,NC_023646.1
TMEM208,gene-TMEM208,60227144,60229181,chr5,NC_023646.1
LRRC29,gene-LRRC29,60229237,60249879,chr5,NC_023646.1
ELMO3,gene-ELMO3,60253105,60257804,chr5,NC_023646.1
E2F4,gene-E2F4,60257891,60270018,chr5,NC_023646.1
EXOC3L1,gene-EXOC3L1,60266216,60272393,chr5,NC_023646.1
KIAA0895L,gene-KIAA0895L,60272471,60280277,chr5,NC_023646.1
NOL3,gene-NOL3,60281492,60286865,chr5,NC_023646.1
HSF4,gene-HSF4,60286882,60292974,chr5,NC_023646.1
FBXL8,gene-FBXL8,60293071,60297274,chr5,NC_023646.1
TRADD,gene-TRADD,60296777,60303076,chr5,NC_023646.1
B3GNT9,gene-B3GNT9,60305875,60309264,chr5,NC_023646.1
C5H16orf70,gene-C5H16orf70,60308832,60346599,chr5,NC_023646.1
CBFB,gene-CBFB,60356303,60445793,chr5,NC_023646.1
CES4A,gene-CES4A,60468003,60483557,chr5,NC_023646.1
ZNRF1,gene-ZNRF1,60568582,60590699,chr5,NC_023646.1
LDHD,gene-LDHD,60593830,60598972,chr5,NC_023646.1
ZFP1,gene-ZFP1,60623681,60648779,chr5,NC_023646.1
LOC103233307,gene-LOC103233307,60685302,60691548,chr5,NC_023646.1
LOC103233308,gene-LOC103233308,60702292,60708795,chr5,NC_023646.1
BCAR1,gene-BCAR1,60709409,60749071,chr5,NC_023646.1
CFDP1,gene-CFDP1,60775840,60919109,chr5,NC_023646.1
TMEM170A,gene-TMEM170A,60932401,60948951,chr5,NC_023646.1
CHST6,gene-CHST6,60962903,60979834,chr5,NC_023646.1
CHST5,gene-CHST5,61013916,61015975,chr5,NC_023646.1
TMEM231,gene-TMEM231,61023700,61043183,chr5,NC_023646.1
GABARAPL2,gene-GABARAPL2,61053283,61078675,chr5,NC_023646.1
LOC103233316,gene-LOC103233316,61066769,61068825,chr5,NC_023646.1
ADAT1,gene-ADAT1,61083029,61108751,chr5,NC_023646.1
KARS,gene-KARS,61113215,61133093,chr5,NC_023646.1
TERF2IP,gene-TERF2IP,61133028,61142713,chr5,NC_023646.1
LOC103233322,gene-LOC103233322,61195495,61196172,chr5,NC_023646.1
CNTNAP4,gene-CNTNAP4,61706427,61984656,chr5,NC_023646.1
LOC103233324,gene-LOC103233324,61750357,61754837,chr5,NC_023646.1
LOC103233327,gene-LOC103233327,62208158,62244094,chr5,NC_023646.1
LOC103233326,gene-LOC103233326,62285725,62311780,chr5,NC_023646.1
MON1B,gene-MON1B,62674678,62685195,chr5,NC_023646.1
SYCE1L,gene-SYCE1L,62681266,62699020,chr5,NC_023646.1
ADAMTS18,gene-ADAMTS18,62764081,62921394,chr5,NC_023646.1
LOC103233333,gene-LOC103233333,62925723,62932058,chr5,NC_023646.1
NUDT7,gene-NUDT7,63212163,63231465,chr5,NC_023646.1
LOC103233335,gene-LOC103233335,63241251,63264790,chr5,NC_023646.1
VAT1L,gene-VAT1L,63276259,63463206,chr5,NC_023646.1
LOC103233338,gene-LOC103233338,63305555,63309125,chr5,NC_023646.1
LOC103233336,gene-LOC103233336,63427511,63427809,chr5,NC_023646.1
CLEC3A,gene-CLEC3A,63502003,63510612,chr5,NC_023646.1
WWOX,gene-WWOX,63580049,64698212,chr5,NC_023646.1
LOC103233346,gene-LOC103233346,63617692,63625447,chr5,NC_023646.1
LOC103233345,gene-LOC103233345,63673717,63675406,chr5,NC_023646.1
LOC103233344,gene-LOC103233344,63939609,63947087,chr5,NC_023646.1
LOC103233343,gene-LOC103233343,64493796,64500082,chr5,NC_023646.1
LOC103233342,gene-LOC103233342,64670294,64671697,chr5,NC_023646.1
MAF,gene-MAF,65064715,65078972,chr5,NC_023646.1
LOC103233349,gene-LOC103233349,65152601,65194013,chr5,NC_023646.1
LOC103233351,gene-LOC103233351,65215361,65244276,chr5,NC_023646.1
LOC103233350,gene-LOC103233350,65244995,65256809,chr5,NC_023646.1
LOC103233352,gene-LOC103233352,65456403,65462778,chr5,NC_023646.1
LOC103233353,gene-LOC103233353,65495953,65500830,chr5,NC_023646.1
LOC103233356,gene-LOC103233356,65689875,65955451,chr5,NC_023646.1
LOC103233355,gene-LOC103233355,65958391,65995233,chr5,NC_023646.1
DYNLRB2,gene-DYNLRB2,65994915,66009154,chr5,NC_023646.1
CDYL2,gene-CDYL2,66055202,66207508,chr5,NC_023646.1
LOC103233357,gene-LOC103233357,66142458,66158146,chr5,NC_023646.1
CMC2,gene-CMC2,66426682,66459610,chr5,NC_023646.1
CENPN,gene-CENPN,66459008,66483945,chr5,NC_023646.1
ATMIN,gene-ATMIN,66492443,66503813,chr5,NC_023646.1
C5H16orf46,gene-C5H16orf46,66509242,66531699,chr5,NC_023646.1
GCSH,gene-GCSH,66538377,66551068,chr5,NC_023646.1
PKD1L2,gene-PKD1L2,66555686,66662670,chr5,NC_023646.1
LOC103233366,gene-LOC103233366,66675887,66703005,chr5,NC_023646.1
BCMO1,gene-BCMO1,66681756,66730832,chr5,NC_023646.1
GAN,gene-GAN,66754752,66820933,chr5,NC_023646.1
LOC103233368,gene-LOC103233368,66853187,66854776,chr5,NC_023646.1
LOC103233369,gene-LOC103233369,66862852,66863435,chr5,NC_023646.1
CMIP,gene-CMIP,66880234,67142449,chr5,NC_023646.1
PLCG2,gene-PLCG2,67209268,67394865,chr5,NC_023646.1
SDR42E1,gene-SDR42E1,67429130,67442768,chr5,NC_023646.1
HSD17B2,gene-HSD17B2,67464986,67529079,chr5,NC_023646.1
MPHOSPH6,gene-MPHOSPH6,67575066,67593941,chr5,NC_023646.1
CDH13,gene-CDH13,68048655,69213102,chr5,NC_023646.1
HSBP1,gene-HSBP1,69224715,69228607,chr5,NC_023646.1
MLYCD,gene-MLYCD,69312978,69329346,chr5,NC_023646.1
LOC103233380,gene-LOC103233380,69342453,69343561,chr5,NC_023646.1
OSGIN1,gene-OSGIN1,69365072,69378319,chr5,NC_023646.1
NECAB2,gene-NECAB2,69380328,69413985,chr5,NC_023646.1
SLC38A8,gene-SLC38A8,69421171,69455073,chr5,NC_023646.1
MBTPS1,gene-MBTPS1,69464064,69527588,chr5,NC_023646.1
LOC103233384,gene-LOC103233384,69512464,69528474,chr5,NC_023646.1
HSDL1,gene-HSDL1,69532858,69554332,chr5,NC_023646.1
DNAAF1,gene-DNAAF1,69554454,69586476,chr5,NC_023646.1
TAF1C,gene-TAF1C,69587592,69596312,chr5,NC_023646.1
ADAD2,gene-ADAD2,69599376,69605956,chr5,NC_023646.1
KCNG4,gene-KCNG4,69627775,69646566,chr5,NC_023646.1
LOC103233391,gene-LOC103233391,69690675,69694426,chr5,NC_023646.1
WFDC1,gene-WFDC1,69700984,69734682,chr5,NC_023646.1
ATP2C2,gene-ATP2C2,69771909,69861030,chr5,NC_023646.1
TLDC1,gene-TLDC1,69873518,69903097,chr5,NC_023646.1
COTL1,gene-COTL1,69966655,70019338,chr5,NC_023646.1
KLHL36,gene-KLHL36,70050442,70064859,chr5,NC_023646.1
USP10,gene-USP10,70105653,70186512,chr5,NC_023646.1
CRISPLD2,gene-CRISPLD2,70225791,70314763,chr5,NC_023646.1
LOC103233400,gene-LOC103233400,70379228,70419885,chr5,NC_023646.1
KIAA0513,gene-KIAA0513,70438139,70502918,chr5,NC_023646.1
FAM92B,gene-FAM92B,70511431,70525861,chr5,NC_023646.1
GSE1,gene-GSE1,70585176,71087575,chr5,NC_023646.1
LOC103233407,gene-LOC103233407,70680670,70686324,chr5,NC_023646.1
LOC103233406,gene-LOC103233406,70885016,70885678,chr5,NC_023646.1
LOC103233405,gene-LOC103233405,70963568,70965272,chr5,NC_023646.1
GINS2,gene-GINS2,71088766,71099845,chr5,NC_023646.1
C5H16orf74,gene-C5H16orf74,71114015,71158207,chr5,NC_023646.1
LOC103233410,gene-LOC103233410,71172435,71173220,chr5,NC_023646.1
EMC8,gene-EMC8,71185407,71207478,chr5,NC_023646.1
LOC103233412,gene-LOC103233412,71207509,71214976,chr5,NC_023646.1
LOC103233414,gene-LOC103233414,71285318,71287985,chr5,NC_023646.1
IRF8,gene-IRF8,71301878,71325622,chr5,NC_023646.1
LOC103233416,gene-LOC103233416,71365272,71455635,chr5,NC_023646.1
FOXF1,gene-FOXF1,71898473,71902624,chr5,NC_023646.1
MTHFSD,gene-MTHFSD,71915431,71941989,chr5,NC_023646.1
FOXC2,gene-FOXC2,71951980,71955021,chr5,NC_023646.1
FOXL1,gene-FOXL1,71960154,71968629,chr5,NC_023646.1
LOC103233423,gene-LOC103233423,72095252,72193378,chr5,NC_023646.1
C5H16orf95,gene-C5H16orf95,72508773,72685057,chr5,NC_023646.1
FBXO31,gene-FBXO31,72696868,72752480,chr5,NC_023646.1
TRNAM-CAU-2,gene-TRNAM-CAU-2,72752551,72752623,chr5,NC_023646.1
MAP1LC3B,gene-MAP1LC3B,72762428,72774204,chr5,NC_023646.1
ZCCHC14,gene-ZCCHC14,72776249,72863957,chr5,NC_023646.1
LOC103233429,gene-LOC103233429,72913369,72943806,chr5,NC_023646.1
LOC103233428,gene-LOC103233428,72945633,72949662,chr5,NC_023646.1
LOC103233430,gene-LOC103233430,72951656,72952803,chr5,NC_023646.1
JPH3,gene-JPH3,72972373,73095710,chr5,NC_023646.1
LOC103233431,gene-LOC103233431,73094396,73097144,chr5,NC_023646.1
KLHDC4,gene-KLHDC4,73104421,73160058,chr5,NC_023646.1
SLC7A5,gene-SLC7A5,73229953,73269801,chr5,NC_023646.1
CA5A,gene-CA5A,73284536,73333629,chr5,NC_023646.1
LOC103233441,gene-LOC103233441,73296218,73297772,chr5,NC_023646.1
LOC103233439,gene-LOC103233439,73339146,73341137,chr5,NC_023646.1
BANP,gene-BANP,73341241,73466636,chr5,NC_023646.1
LOC103233438,gene-LOC103233438,73349024,73352649,chr5,NC_023646.1
LOC103233444,gene-LOC103233444,73477659,73481720,chr5,NC_023646.1
LOC103233443,gene-LOC103233443,73578647,73579881,chr5,NC_023646.1
ZNF469,gene-ZNF469,73762456,73820262,chr5,NC_023646.1
ZFPM1,gene-ZFPM1,73832527,73909231,chr5,NC_023646.1
LOC103233447,gene-LOC103233447,73868338,73869321,chr5,NC_023646.1
LOC103233446,gene-LOC103233446,73885607,73890941,chr5,NC_023646.1
ZC3H18,gene-ZC3H18,73944502,74010379,chr5,NC_023646.1
IL17C,gene-IL17C,74019253,74021530,chr5,NC_023646.1
LOC103233451,gene-LOC103233451,74023134,74030793,chr5,NC_023646.1
MVD,gene-MVD,74031470,74049066,chr5,NC_023646.1
SNAI3,gene-SNAI3,74062241,74071840,chr5,NC_023646.1
RNF166,gene-RNF166,74080605,74091114,chr5,NC_023646.1
CTU2,gene-CTU2,74091156,74100941,chr5,NC_023646.1
PIEZO1,gene-PIEZO1,74100675,74167194,chr5,NC_023646.1
LOC103233457,gene-LOC103233457,74171922,74175599,chr5,NC_023646.1
LOC103233550,gene-LOC103233550,74179858,74180867,chr5,NC_023646.1
CDT1,gene-CDT1,74190409,74196589,chr5,NC_023646.1
APRT,gene-APRT,74196858,74199789,chr5,NC_023646.1
LOC103233461,gene-LOC103233461,74199776,74204949,chr5,NC_023646.1
GALNS,gene-GALNS,74201468,74243478,chr5,NC_023646.1
TRAPPC2L,gene-TRAPPC2L,74243395,74248579,chr5,NC_023646.1
PABPN1L,gene-PABPN1L,74251084,74256543,chr5,NC_023646.1
CBFA2T3,gene-CBFA2T3,74260516,74361268,chr5,NC_023646.1
LOC103233511,gene-LOC103233511,74324519,74327861,chr5,NC_023646.1
LOC103233464,gene-LOC103233464,74348344,74361265,chr5,NC_023646.1
LOC103233467,gene-LOC103233467,74386792,74390996,chr5,NC_023646.1
ACSF3,gene-ACSF3,74464357,74526173,chr5,NC_023646.1
LOC103233468,gene-LOC103233468,74512930,74514252,chr5,NC_023646.1
LOC103233470,gene-LOC103233470,74529085,74533483,chr5,NC_023646.1
CDH15,gene-CDH15,74542174,74563753,chr5,NC_023646.1
SLC22A31,gene-SLC22A31,74564030,74569826,chr5,NC_023646.1
ZNF778,gene-ZNF778,74583488,74595533,chr5,NC_023646.1
LOC103233476,gene-LOC103233476,74596622,74597757,chr5,NC_023646.1
ANKRD11,gene-ANKRD11,74630108,74682232,chr5,NC_023646.1
LOC103233477,gene-LOC103233477,74656867,74659114,chr5,NC_023646.1
LOC103233551,gene-LOC103233551,74682562,74684324,chr5,NC_023646.1
LOC103233488,gene-LOC103233488,74788201,74843796,chr5,NC_023646.1
SPG7,gene-SPG7,74862524,74916214,chr5,NC_023646.1
RPL13,gene-RPL13,74918926,74921402,chr5,NC_023646.1
LOC103233485,gene-LOC103233485,74937985,74953406,chr5,NC_023646.1
LOC103233486,gene-LOC103233486,74941066,74943180,chr5,NC_023646.1
DPEP1,gene-DPEP1,74963509,74987469,chr5,NC_023646.1
CHMP1A,gene-CHMP1A,74990706,75002074,chr5,NC_023646.1
SPATA33,gene-SPATA33,75002037,75011305,chr5,NC_023646.1
CDK10,gene-CDK10,75002284,75034555,chr5,NC_023646.1
SPATA2L,gene-SPATA2L,75034558,75039867,chr5,NC_023646.1
VPS9D1,gene-VPS9D1,75044282,75057744,chr5,NC_023646.1
ZNF276,gene-ZNF276,75057541,75073328,chr5,NC_023646.1
FANCA,gene-FANCA,75073161,75149110,chr5,NC_023646.1
SPIRE2,gene-SPIRE2,75160728,75200417,chr5,NC_023646.1
TCF25,gene-TCF25,75205506,75235290,chr5,NC_023646.1
LOC103233497,gene-LOC103233497,75238194,75242823,chr5,NC_023646.1
LOC103233496,gene-LOC103233496,75242423,75257992,chr5,NC_023646.1
DEF8,gene-DEF8,75274379,75294458,chr5,NC_023646.1
CENPBD1,gene-CENPBD1,75297171,75297822,chr5,NC_023646.1
LOC103233501,gene-LOC103233501,75298500,75326539,chr5,NC_023646.1
DBNDD1,gene-DBNDD1,75327897,75341271,chr5,NC_023646.1
C5H16orf3,gene-C5H16orf3,75351546,75351991,chr5,NC_023646.1
GAS8,gene-GAS8,75353493,75370012,chr5,NC_023646.1
LOC103233504,gene-LOC103233504,75370111,75373998,chr5,NC_023646.1
PRDM7,gene-PRDM7,75385613,75388051,chr5,NC_023646.1
LOC103233554,gene-LOC103233554,13530,14913,chr6,NC_023647.1
PPAP2C,gene-PPAP2C,15326,26759,chr6,NC_023647.1
MIER2,gene-MIER2,35532,70736,chr6,NC_023647.1
THEG,gene-THEG,87805,101951,chr6,NC_023647.1
LOC103233555,gene-LOC103233555,96450,100025,chr6,NC_023647.1
C2CD4C,gene-C2CD4C,141694,149393,chr6,NC_023647.1
SHC2,gene-SHC2,151955,193626,chr6,NC_023647.1
LOC103233558,gene-LOC103233558,171483,172373,chr6,NC_023647.1
ODF3L2,gene-ODF3L2,195262,203799,chr6,NC_023647.1
MADCAM1,gene-MADCAM1,222795,235198,chr6,NC_023647.1
TPGS1,gene-TPGS1,236753,248531,chr6,NC_023647.1
CDC34,gene-CDC34,262818,280041,chr6,NC_023647.1
GZMM,gene-GZMM,273754,285106,chr6,NC_023647.1
LOC103233585,gene-LOC103233585,286080,298989,chr6,NC_023647.1
LOC103233584,gene-LOC103233584,298897,312669,chr6,NC_023647.1
BSG,gene-BSG,309579,320209,chr6,NC_023647.1
HCN2,gene-HCN2,326437,358119,chr6,NC_023647.1
POLRMT,gene-POLRMT,358865,377007,chr6,NC_023647.1
FGF22,gene-FGF22,385718,393988,chr6,NC_023647.1
RNF126,gene-RNF126,392717,409139,chr6,NC_023647.1
FSTL3,gene-FSTL3,425050,435931,chr6,NC_023647.1
LOC103233580,gene-LOC103233580,435833,436425,chr6,NC_023647.1
PRSS57,gene-PRSS57,443859,449539,chr6,NC_023647.1
PALM,gene-PALM,461030,503688,chr6,NC_023647.1
MISP,gene-MISP,505841,520758,chr6,NC_023647.1
PTBP1,gene-PTBP1,546010,560086,chr6,NC_023647.1
LOC103233575,gene-LOC103233575,560961,571202,chr6,NC_023647.1
AZU1,gene-AZU1,576366,586913,chr6,NC_023647.1
PRTN3,gene-PRTN3,590193,598829,chr6,NC_023647.1
ELANE,gene-ELANE,599392,604925,chr6,NC_023647.1
CFD,gene-CFD,608821,612382,chr6,NC_023647.1
MED16,gene-MED16,617998,638340,chr6,NC_023647.1
LOC103233569,gene-LOC103233569,629871,632028,chr6,NC_023647.1
R3HDM4,gene-R3HDM4,643058,662407,chr6,NC_023647.1
KISS1R,gene-KISS1R,666386,670833,chr6,NC_023647.1
ARID3A,gene-ARID3A,667426,727987,chr6,NC_023647.1
WDR18,gene-WDR18,740712,750797,chr6,NC_023647.1
GRIN3B,gene-GRIN3B,756257,766175,chr6,NC_023647.1
TMEM259,gene-TMEM259,766097,777348,chr6,NC_023647.1
ABCA7,gene-ABCA7,792684,821522,chr6,NC_023647.1
HMHA1,gene-HMHA1,823109,842697,chr6,NC_023647.1
POLR2E,gene-POLR2E,844196,856127,chr6,NC_023647.1
GPX4,gene-GPX4,873867,876225,chr6,NC_023647.1
SBNO2,gene-SBNO2,877066,950663,chr6,NC_023647.1
STK11,gene-STK11,973033,996857,chr6,NC_023647.1
C6H19orf26,gene-C6H19orf26,999327,1006632,chr6,NC_023647.1
ATP5D,gene-ATP5D,1010210,1013360,chr6,NC_023647.1
LOC103234319,gene-LOC103234319,1015938,1018707,chr6,NC_023647.1
MIDN,gene-MIDN,1017141,1027577,chr6,NC_023647.1
CIRBP,gene-CIRBP,1037389,1043265,chr6,NC_023647.1
C6H19orf24,gene-C6H19orf24,1043355,1047656,chr6,NC_023647.1
EFNA2,gene-EFNA2,1054382,1069544,chr6,NC_023647.1
LOC103233604,gene-LOC103233604,1123556,1145761,chr6,NC_023647.1
TRNAF-GAA,gene-TRNAF-GAA,1152033,1152105,chr6,NC_023647.1
TRNAN-GUU,gene-TRNAN-GUU,1152236,1152309,chr6,NC_023647.1
NDUFS7,gene-NDUFS7,1152380,1163488,chr6,NC_023647.1
GAMT,gene-GAMT,1165016,1178458,chr6,NC_023647.1
