seqid,start,end,id,name,seqid_old
chr9,10534623,11395516,gene-CELF2,CELF2,NC_023650.1
chr9,11400313,11402726,gene-LOC103237883,LOC103237883,NC_023650.1
chr9,11484546,11497020,gene-LOC103237884,LOC103237884,NC_023650.1
chr9,11516243,11670302,gene-USP6NL,USP6NL,NC_023650.1
chr9,11519569,11529123,gene-LOC103237886,LOC103237886,NC_023650.1
chr9,11640167,11640925,gene-LOC103237885,LOC103237885,NC_023650.1
chr9,11669532,11670862,gene-LOC103238140,LOC103238140,NC_023650.1
chr9,11791645,11814271,gene-ECHDC3,ECHDC3,NC_023650.1
chr9,11874999,11918916,gene-PROSER2,PROSER2,NC_023650.1
chr9,11967294,12094120,gene-UPF2,UPF2,NC_023650.1
chr9,12117927,12169217,gene-DHTKD1,DHTKD1,NC_023650.1
chr9,12176814,12216343,gene-LOC103237891,LOC103237891,NC_023650.1
chr9,12178147,12184950,gene-LOC103238130,LOC103238130,NC_023650.1
chr9,12218466,12247129,gene-NUDT5,NUDT5,NC_023650.1
chr9,12246949,12299832,gene-CDC123,CDC123,NC_023650.1
chr9,12329136,12338502,gene-LOC103237894,LOC103237894,NC_023650.1
chr9,12392452,12873294,gene-CAMK1D,CAMK1D,NC_023650.1
chr9,12547496,12549393,gene-LOC103237896,LOC103237896,NC_023650.1
chr9,12940629,13091520,gene-CCDC3,CCDC3,NC_023650.1
chr9,13142036,13176996,gene-OPTN,OPTN,NC_023650.1
chr9,13200018,13252830,gene-MCM10,MCM10,NC_023650.1
chr9,13262924,13276091,gene-UCMA,UCMA,NC_023650.1
chr9,13309059,13331606,gene-PHYH,PHYH,NC_023650.1
chr9,13348588,13375559,gene-SEPHS1,SEPHS1,NC_023650.1
chr9,13375603,13379479,gene-LOC103238143,LOC103238143,NC_023650.1
chr9,13383350,13384511,gene-LOC103237908,LOC103237908,NC_023650.1
chr9,13405339,13428543,gene-LOC103237907,LOC103237907,NC_023650.1
chr9,13440149,13449572,gene-LOC103237910,LOC103237910,NC_023650.1
chr9,13468831,13549822,gene-BEND7,BEND7,NC_023650.1
chr9,13606432,13650727,gene-PRPF18,PRPF18,NC_023650.1
chr9,13667535,14361311,gene-FRMD4A,FRMD4A,NC_023650.1
chr9,13940845,13941965,gene-LOC103237919,LOC103237919,NC_023650.1
chr9,14107678,14110276,gene-LOC103237918,LOC103237918,NC_023650.1
chr9,14543038,14800287,gene-FAM107B,FAM107B,NC_023650.1
chr9,14843382,14860981,gene-CDNF,CDNF,NC_023650.1
chr9,14861069,14893508,gene-HSPA14,HSPA14,NC_023650.1
chr9,14898176,14900364,gene-LOC103237928,LOC103237928,NC_023650.1
chr9,14900503,14924017,gene-SUV39H2,SUV39H2,NC_023650.1
chr9,14929221,14974791,gene-DCLRE1C,DCLRE1C,NC_023650.1
chr9,14974886,14993903,gene-MEIG1,MEIG1,NC_023650.1
chr9,14979667,14980791,gene-LOC103237930,LOC103237930,NC_023650.1
chr9,15028667,15048611,gene-OLAH,OLAH,NC_023650.1
chr9,15054321,15066045,gene-ACBD7,ACBD7,NC_023650.1
chr9,15072376,15073374,gene-C9H10orf111,C9H10orf111,NC_023650.1
chr9,15073265,15080322,gene-RPP38,RPP38,NC_023650.1
chr9,15081828,15145935,gene-NMT2,NMT2,NC_023650.1
chr9,15193535,15252631,gene-FAM171A1,FAM171A1,NC_023650.1
chr9,15482746,15684161,gene-ITGA8,ITGA8,NC_023650.1
chr9,15533753,15563127,gene-LOC103237940,LOC103237940,NC_023650.1
chr9,15738104,15820935,gene-FAM188A,FAM188A,NC_023650.1
chr9,16382479,16539382,gene-PTER,PTER,NC_023650.1
chr9,16458459,16471788,gene-C1QL3,C1QL3,NC_023650.1
chr9,16539230,16768526,gene-RSU1,RSU1,NC_023650.1
chr9,16542170,16542890,gene-LOC103237943,LOC103237943,NC_023650.1
chr9,16774644,17079776,gene-CUBN,CUBN,NC_023650.1
chr9,16944488,16946743,gene-LOC103237948,LOC103237948,NC_023650.1
chr9,17098086,17166267,gene-TRDMT1,TRDMT1,NC_023650.1
chr9,17183466,17191771,gene-VIM,VIM,NC_023650.1
chr9,17197500,17200113,gene-LOC103237953,LOC103237953,NC_023650.1
chr9,17269548,17400860,gene-ST8SIA6,ST8SIA6,NC_023650.1
chr9,17537945,17565831,gene-PTPLA,PTPLA,NC_023650.1
chr9,17590252,17662278,gene-STAM,STAM,NC_023650.1
chr9,17691602,17738052,gene-TMEM236,TMEM236,NC_023650.1
chr9,17751053,17849258,gene-MRC1,MRC1,NC_023650.1
chr9,17887821,17970593,gene-SLC39A12,SLC39A12,NC_023650.1
chr9,18075436,18470985,gene-CACNB2,CACNB2,NC_023650.1
chr9,18144162,18145998,gene-LOC103237966,LOC103237966,NC_023650.1
chr9,18212962,18225747,gene-LOC103237965,LOC103237965,NC_023650.1
chr9,18475421,18569988,gene-NSUN6,NSUN6,NC_023650.1
chr9,18575492,18576440,gene-LOC103237968,LOC103237968,NC_023650.1
chr9,18576547,18598994,gene-ARL5B,ARL5B,NC_023650.1
chr9,18964693,19640356,gene-MALRD1,MALRD1,NC_023650.1
chr9,19339323,19375705,gene-LOC103237973,LOC103237973,NC_023650.1
chr9,19395583,19485579,gene-LOC103237972,LOC103237972,NC_023650.1
chr9,19719032,20171917,gene-PLXDC2,PLXDC2,NC_023650.1
chr9,20620745,20999148,gene-NEBL,NEBL,NC_023650.1
chr9,20736163,20743501,gene-LOC103237981,LOC103237981,NC_023650.1
chr9,20949728,20973119,gene-C9H10orf113,C9H10orf113,NC_023650.1
chr9,20998774,20999888,gene-LOC103237978,LOC103237978,NC_023650.1
chr9,21126314,21127376,gene-LOC103237984,LOC103237984,NC_023650.1
chr9,21297634,21309243,gene-CASC10,CASC10,NC_023650.1
chr9,21318253,21330920,gene-SKIDA1,SKIDA1,NC_023650.1
chr9,21338274,21548789,gene-LOC103237988,LOC103237988,NC_023650.1
chr9,21561039,21795578,gene-DNAJC1,DNAJC1,NC_023650.1
chr9,21983700,22003211,gene-EBLN1,EBLN1,NC_023650.1
chr9,22004267,22004340,gene-TRNAN-GUU,TRNAN-GUU,NC_023650.1
chr9,22004903,22006882,gene-LOC103237991,LOC103237991,NC_023650.1
chr9,22022609,22032134,gene-LOC103237992,LOC103237992,NC_023650.1
chr9,22090426,22094386,gene-COMMD3,COMMD3,NC_023650.1
chr9,22095592,22104894,gene-BMI1,BMI1,NC_023650.1
chr9,22119230,22184374,gene-SPAG6,SPAG6,NC_023650.1
chr9,22153016,22155289,gene-LOC103237995,LOC103237995,NC_023650.1
chr9,22306307,22482074,gene-PIP4K2A,PIP4K2A,NC_023650.1
chr9,22370420,22371619,gene-LOC103237999,LOC103237999,NC_023650.1
chr9,22413198,22417712,gene-LOC103237998,LOC103237998,NC_023650.1
chr9,22683911,22800051,gene-ARMC3,ARMC3,NC_023650.1
chr9,22863029,22890765,gene-MSRB2,MSRB2,NC_023650.1
chr9,22944122,22965905,gene-PTF1A,PTF1A,NC_023650.1
chr9,22975457,23085011,gene-LOC103238005,LOC103238005,NC_023650.1
chr9,23203950,23206996,gene-OTUD1,OTUD1,NC_023650.1
chr9,23446624,23451715,gene-LOC103238014,LOC103238014,NC_023650.1
chr9,23449280,24285657,gene-KIAA1217,KIAA1217,NC_023650.1
chr9,23751755,23753921,gene-LOC103238013,LOC103238013,NC_023650.1
chr9,24120032,24134104,gene-LOC103238011,LOC103238011,NC_023650.1
chr9,24264493,24265758,gene-LOC103238008,LOC103238008,NC_023650.1
chr9,24325648,24459006,gene-ARHGAP21,ARHGAP21,NC_023650.1
chr9,24568867,24678020,gene-PRTFDC1,PRTFDC1,NC_023650.1
chr9,24710588,24740173,gene-ENKUR,ENKUR,NC_023650.1
chr9,24740323,24749512,gene-THNSL1,THNSL1,NC_023650.1
chr9,24903263,25310817,gene-GPR158,GPR158,NC_023650.1
chr9,25348423,25349761,gene-LOC103238021,LOC103238021,NC_023650.1
chr9,25499236,25500040,gene-LOC103238023,LOC103238023,NC_023650.1
chr9,25516558,25523227,gene-LOC103238024,LOC103238024,NC_023650.1
chr9,25635918,25902552,gene-MYO3A,MYO3A,NC_023650.1
chr9,25906047,25993715,gene-GAD2,GAD2,NC_023650.1
chr9,26163881,26289713,gene-APBB1IP,APBB1IP,NC_023650.1
chr9,26176934,26177516,gene-LOC103238029,LOC103238029,NC_023650.1
chr9,26257357,26260700,gene-LOC103238028,LOC103238028,NC_023650.1
chr9,26300177,26335122,gene-LOC103238033,LOC103238033,NC_023650.1
chr9,26322083,26379493,gene-PDSS1,PDSS1,NC_023650.1
chr9,26377822,26495665,gene-ABI1,ABI1,NC_023650.1
chr9,26563482,26568101,gene-LOC103238034,LOC103238034,NC_023650.1
chr9,26601072,26693238,gene-ANKRD26,ANKRD26,NC_023650.1
chr9,26703747,26752274,gene-YME1L1,YME1L1,NC_023650.1
chr9,26752354,26786802,gene-MASTL,MASTL,NC_023650.1
chr9,26795072,26844013,gene-ACBD5,ACBD5,NC_023650.1
chr9,26952607,26970565,gene-PTCHD3,PTCHD3,NC_023650.1
chr9,27048653,27085034,gene-RAB18,RAB18,NC_023650.1
chr9,27114195,27190976,gene-LOC103238042,LOC103238042,NC_023650.1
chr9,27200685,27203031,gene-LOC103238043,LOC103238043,NC_023650.1
chr9,27228061,27305852,gene-MKX,MKX,NC_023650.1
chr9,27369965,27563798,gene-ARMC4,ARMC4,NC_023650.1
chr9,27566610,27576865,gene-LOC103238045,LOC103238045,NC_023650.1
chr9,27622837,27875190,gene-MPP7,MPP7,NC_023650.1
chr9,28099629,28132638,gene-LOC103238148,LOC103238148,NC_023650.1
chr9,28131774,28222501,gene-WAC,WAC,NC_023650.1
chr9,28279479,28284825,gene-BAMBI,BAMBI,NC_023650.1
chr9,28316929,28319666,gene-LOC103238056,LOC103238056,NC_023650.1
chr9,28325879,28330981,gene-LOC103238057,LOC103238057,NC_023650.1
chr9,28409669,28411781,gene-LOC103238058,LOC103238058,NC_023650.1
chr9,28453115,28489476,gene-C9H10orf126,C9H10orf126,NC_023650.1
chr9,28513910,28517230,gene-LOC103238061,LOC103238061,NC_023650.1
chr9,28531744,28560185,gene-LOC103238062,LOC103238062,NC_023650.1
chr9,28897347,28919428,gene-LOC103238064,LOC103238064,NC_023650.1
chr9,29021942,29038586,gene-LOC103238068,LOC103238068,NC_023650.1
chr9,29045856,29054006,gene-LOC103238066,LOC103238066,NC_023650.1
chr9,29072613,29256563,gene-LOC103238065,LOC103238065,NC_023650.1
chr9,29615543,29725240,gene-KIAA1462,KIAA1462,NC_023650.1
chr9,29621144,29626626,gene-LOC103238070,LOC103238070,NC_023650.1
chr9,29694216,29699288,gene-LOC103238069,LOC103238069,NC_023650.1
chr9,29918227,29966806,gene-MTPAP,MTPAP,NC_023650.1
chr9,29961724,29970978,gene-LOC103238073,LOC103238073,NC_023650.1
chr9,30008681,30033475,gene-LOC103238076,LOC103238076,NC_023650.1
chr9,30060226,30103252,gene-LOC103238151,LOC103238151,NC_023650.1
chr9,30133308,30134219,gene-LOC103238078,LOC103238078,NC_023650.1
chr9,30181822,30191580,gene-LOC103238079,LOC103238079,NC_023650.1
chr9,30223744,30400175,gene-ZNF438,ZNF438,NC_023650.1
chr9,30495681,30498651,gene-LOC103238082,LOC103238082,NC_023650.1
chr9,30672300,30676075,gene-LOC103238085,LOC103238085,NC_023650.1
chr9,30674893,30862682,gene-ZEB1,ZEB1,NC_023650.1
chr9,30936836,30946948,gene-LOC103238086,LOC103238086,NC_023650.1
chr9,31124281,31249546,gene-ARHGAP12,ARHGAP12,NC_023650.1
chr9,31321615,31369549,gene-KIF5B,KIF5B,NC_023650.1
chr9,31586402,31698876,gene-EPC1,EPC1,NC_023650.1
chr9,31773123,32184079,gene-CCDC7,CCDC7,NC_023650.1
chr9,32201030,32258247,gene-ITGB1,ITGB1,NC_023650.1
chr9,32261399,32284953,gene-LOC103238099,LOC103238099,NC_023650.1
chr9,32474787,32632746,gene-NRP1,NRP1,NC_023650.1
chr9,32963220,33015396,gene-LOC103238103,LOC103238103,NC_023650.1
chr9,33023332,33042055,gene-LOC103238104,LOC103238104,NC_023650.1
chr9,33211821,33220490,gene-LOC103238105,LOC103238105,NC_023650.1
chr9,33396738,34104479,gene-PARD3,PARD3,NC_023650.1
chr9,34100068,34105859,gene-LOC103238106,LOC103238106,NC_023650.1
chr9,34294885,34381140,gene-CUL2,CUL2,NC_023650.1
chr9,34397843,34412826,gene-LOC103238111,LOC103238111,NC_023650.1
chr9,34418956,34503774,gene-CREM,CREM,NC_023650.1
chr9,34500919,34528265,gene-LOC103238112,LOC103238112,NC_023650.1
chr9,34536759,34540611,gene-LOC103238117,LOC103238117,NC_023650.1
chr9,34613465,34625185,gene-LOC103238121,LOC103238121,NC_023650.1
chr9,34626185,34847835,gene-CCNY,CCNY,NC_023650.1
chr9,34856892,34886231,gene-GJD4,GJD4,NC_023650.1
chr9,34918916,34922687,gene-FZD8,FZD8,NC_023650.1
chr9,34922400,34925479,gene-LOC103238122,LOC103238122,NC_023650.1
chr9,35325596,35346366,gene-LOC103238126,LOC103238126,NC_023650.1
chr9,35576451,35584002,gene-LOC103238127,LOC103238127,NC_023650.1
chr9,35607295,35608061,gene-LOC103238128,LOC103238128,NC_023650.1
chr9,36843594,36857290,gene-ANKRD30A,ANKRD30A,NC_023650.1
chr9,36946259,36963357,gene-LOC103215730,LOC103215730,NC_023650.1
chr9,36993774,37020964,gene-LOC103215729,LOC103215729,NC_023650.1
chr9,37104659,37130836,gene-LOC103215731,LOC103215731,NC_023650.1
chr9,37164696,37209730,gene-LOC103215734,LOC103215734,NC_023650.1
chr9,37250127,37277327,gene-LOC103215733,LOC103215733,NC_023650.1
chr9,37339734,37398249,gene-LOC103215736,LOC103215736,NC_023650.1
chr9,37516486,37528773,gene-LOC103215740,LOC103215740,NC_023650.1
chr9,37578438,37840557,gene-LOC103215739,LOC103215739,NC_023650.1
chr9,37804556,37804788,gene-LOC103215738,LOC103215738,NC_023650.1
chr9,37806854,37811082,gene-ZNF37A,ZNF37A,NC_023650.1
chr9,37885564,37929263,gene-LOC103215741,LOC103215741,NC_023650.1
chr9,37950110,37951724,gene-LOC103215743,LOC103215743,NC_023650.1
chr9,37969277,37973571,gene-LOC103215744,LOC103215744,NC_023650.1
chr9,37973715,37998183,gene-LOC103215745,LOC103215745,NC_023650.1
chr9,38037039,38059745,gene-LOC103215746,LOC103215746,NC_023650.1
chr9,38083505,38180325,gene-ZNF248,ZNF248,NC_023650.1
chr9,38258579,38260925,gene-LOC103215750,LOC103215750,NC_023650.1
chr9,38271369,38296007,gene-LOC103215751,LOC103215751,NC_023650.1
chr9,38410065,38459955,gene-LOC103216772,LOC103216772,NC_023650.1
chr9,38459322,38503090,gene-BMS1,BMS1,NC_023650.1
chr9,38538796,38542739,gene-LOC103215754,LOC103215754,NC_023650.1
chr9,38746088,38798773,gene-RET,RET,NC_023650.1
chr9,38806991,38851998,gene-CSGALNACT2,CSGALNACT2,NC_023650.1
chr9,38862699,38898797,gene-RASGEF1A,RASGEF1A,NC_023650.1
chr9,39037760,39050957,gene-FXYD4,FXYD4,NC_023650.1
chr9,39058238,39083825,gene-HNRNPF,HNRNPF,NC_023650.1
chr9,39094700,39097667,gene-LOC103215762,LOC103215762,NC_023650.1
chr9,39105803,39146673,gene-LOC103215770,LOC103215770,NC_023650.1
chr9,39106413,39116345,gene-LOC103215769,LOC103215769,NC_023650.1
chr9,39150350,39177227,gene-LOC103215768,LOC103215768,NC_023650.1
chr9,39225181,39236129,gene-ZNF239,ZNF239,NC_023650.1
chr9,39255166,39267005,gene-ZNF485,ZNF485,NC_023650.1
chr9,39263978,39264496,gene-LOC103215763,LOC103215763,NC_023650.1
chr9,39297149,39302680,gene-ZNF32,ZNF32,NC_023650.1
chr9,39300476,39301337,gene-LOC103215771,LOC103215771,NC_023650.1
chr9,39324601,39326954,gene-LOC103215773,LOC103215773,NC_023650.1
chr9,39482091,39484908,gene-LOC103215775,LOC103215775,NC_023650.1
chr9,39603408,39605238,gene-LOC103215776,LOC103215776,NC_023650.1
chr9,39633223,39634083,gene-LOC103215777,LOC103215777,NC_023650.1
chr9,39975266,39977264,gene-LOC103215779,LOC103215779,NC_023650.1
chr9,39988955,39996707,gene-LOC103215780,LOC103215780,NC_023650.1
chr9,40005580,40020513,gene-CXCL12,CXCL12,NC_023650.1
chr9,40200677,40212875,gene-LOC103215784,LOC103215784,NC_023650.1
chr9,40519048,40533683,gene-LOC103215786,LOC103215786,NC_023650.1
chr9,40534937,40561808,gene-TMEM72,TMEM72,NC_023650.1
chr9,40584187,40619479,gene-RASSF4,RASSF4,NC_023650.1
chr9,40602193,40603791,gene-C9H10orf10,C9H10orf10,NC_023650.1
chr9,40625251,40630492,gene-ZNF22,ZNF22,NC_023650.1
chr9,40700717,40702459,gene-LOC103215792,LOC103215792,NC_023650.1
chr9,40801299,40816991,gene-LOC103215794,LOC103215794,NC_023650.1
chr9,40813380,40816238,gene-LOC103215793,LOC103215793,NC_023650.1
chr9,40835500,40907521,gene-LOC103215795,LOC103215795,NC_023650.1
chr9,40909531,40913209,gene-LOC103215796,LOC103215796,NC_023650.1
chr9,40937817,40939783,gene-LOC103215814,LOC103215814,NC_023650.1
chr9,40970953,40974013,gene-LOC103215813,LOC103215813,NC_023650.1
chr9,41013542,41015911,gene-LOC103215812,LOC103215812,NC_023650.1
chr9,41085257,41145760,gene-ALOX5,ALOX5,NC_023650.1
chr9,41145623,41146986,gene-LOC103215809,LOC103215809,NC_023650.1
chr9,41157445,41294277,gene-MARCH8,MARCH8,NC_023650.1
chr9,41313473,41372725,gene-ZFAND4,ZFAND4,NC_023650.1
chr9,41375744,41398114,gene-LOC103215806,LOC103215806,NC_023650.1
chr9,41413090,41417111,gene-LOC103215805,LOC103215805,NC_023650.1
chr9,41437554,41459585,gene-LOC103215804,LOC103215804,NC_023650.1
chr9,41466109,41468761,gene-LOC103215803,LOC103215803,NC_023650.1
chr9,41491317,41492563,gene-LOC103215802,LOC103215802,NC_023650.1
chr9,41498316,41507693,gene-LOC103215801,LOC103215801,NC_023650.1
chr9,41512998,41577704,gene-LOC103215798,LOC103215798,NC_023650.1
chr9,41568596,41631626,gene-LOC103215797,LOC103215797,NC_023650.1
chr9,41673159,41719629,gene-LOC103215817,LOC103215817,NC_023650.1
chr9,41796948,41810373,gene-MSMB,MSMB,NC_023650.1
chr9,41813018,41836974,gene-NCOA4,NCOA4,NC_023650.1
chr9,41838621,41869028,gene-LOC103215822,LOC103215822,NC_023650.1
chr9,41867776,42006845,gene-PARG,PARG,NC_023650.1
chr9,42070452,42099565,gene-OGDHL,OGDHL,NC_023650.1
chr9,42131440,42146660,gene-C9H10orf53,C9H10orf53,NC_023650.1
chr9,42159367,42216137,gene-CHAT,CHAT,NC_023650.1
chr9,42216187,42219665,gene-SLC18A3,SLC18A3,NC_023650.1
chr9,42288702,42370045,gene-LOC103215829,LOC103215829,NC_023650.1
chr9,42415442,42447912,gene-DRGX,DRGX,NC_023650.1
chr9,42483873,42510826,gene-C9H10orf71,C9H10orf71,NC_023650.1
chr9,42613812,42648872,gene-C9H10orf128,C9H10orf128,NC_023650.1
chr9,42667503,42671443,gene-FAM170B,FAM170B,NC_023650.1
chr9,42678307,42679226,gene-LOC103215836,LOC103215836,NC_023650.1
chr9,42683887,42825924,gene-VSTM4,VSTM4,NC_023650.1
chr9,42814606,43111161,gene-WDFY4,WDFY4,NC_023650.1
chr9,42861868,42887733,gene-LRRC18,LRRC18,NC_023650.1
chr9,42964904,42965679,gene-LOC103215837,LOC103215837,NC_023650.1
chr9,43140076,43349962,gene-ARHGAP22,ARHGAP22,NC_023650.1
chr9,43356603,43489066,gene-MAPK8,MAPK8,NC_023650.1
chr9,43471167,43489732,gene-LOC103215843,LOC103215843,NC_023650.1
chr9,43520355,43650045,gene-FRMPD2,FRMPD2,NC_023650.1
chr9,43663542,43766810,gene-PTPN20B,PTPN20B,NC_023650.1
chr9,44066979,44080319,gene-GDF10,GDF10,NC_023650.1
chr9,44087502,44092975,gene-GDF2,GDF2,NC_023650.1
chr9,44111494,44124352,gene-RBP3,RBP3,NC_023650.1
chr9,44131989,44149905,gene-ZNF488,ZNF488,NC_023650.1
chr9,44223644,44261168,gene-LOC103215853,LOC103215853,NC_023650.1
chr9,44288087,44290235,gene-LOC103215867,LOC103215867,NC_023650.1
chr9,44291037,44854071,gene-LOC103215854,LOC103215854,NC_023650.1
chr9,44320730,44327042,gene-FAM25G,FAM25G,NC_023650.1
chr9,44330526,44346933,gene-LOC103215865,LOC103215865,NC_023650.1
chr9,44413537,44420104,gene-LOC103215864,LOC103215864,NC_023650.1
chr9,44502661,44508647,gene-GPRIN2,GPRIN2,NC_023650.1
chr9,44531872,44541551,gene-SYT15,SYT15,NC_023650.1
chr9,44565105,44652926,gene-FAM35A,FAM35A,NC_023650.1
chr9,44653044,44690142,gene-LOC103215860,LOC103215860,NC_023650.1
chr9,44707455,44714872,gene-FAM25A,FAM25A,NC_023650.1
chr9,44719857,44745669,gene-LOC103215858,LOC103215858,NC_023650.1
chr9,44747266,44755778,gene-LOC103215857,LOC103215857,NC_023650.1
chr9,44758218,44769776,gene-LOC103215856,LOC103215856,NC_023650.1
chr9,44770239,44776153,gene-LOC103215855,LOC103215855,NC_023650.1
chr9,44865896,44900157,gene-LOC103215870,LOC103215870,NC_023650.1
chr9,44900419,44903048,gene-ADIRF,ADIRF,NC_023650.1
chr9,44907840,44914750,gene-SNCG,SNCG,NC_023650.1
chr9,44913403,44934430,gene-MMRN2,MMRN2,NC_023650.1
chr9,44944463,45108832,gene-BMPR1A,BMPR1A,NC_023650.1
chr9,44992769,45109646,gene-LOC103216778,LOC103216778,NC_023650.1
chr9,45130015,45199585,gene-LDB3,LDB3,NC_023650.1
chr9,45199897,45212193,gene-OPN4,OPN4,NC_023650.1
chr9,45334240,45335922,gene-LOC103216779,LOC103216779,NC_023650.1
chr9,45335423,45420785,gene-WAPAL,WAPAL,NC_023650.1
chr9,45452809,45454453,gene-LOC103215879,LOC103215879,NC_023650.1
chr9,45485219,46265186,gene-GRID1,GRID1,NC_023650.1
chr9,46407702,46414048,gene-LOC103215881,LOC103215881,NC_023650.1
chr9,46885508,46892509,gene-LOC103215882,LOC103215882,NC_023650.1
chr9,46908575,46920507,gene-LOC103215883,LOC103215883,NC_023650.1
chr9,47036617,47051873,gene-LOC103215884,LOC103215884,NC_023650.1
chr9,47227525,47228754,gene-LOC103215885,LOC103215885,NC_023650.1
chr9,47229179,47233550,gene-LOC103215886,LOC103215886,NC_023650.1
chr9,47319224,47507197,gene-CCSER2,CCSER2,NC_023650.1
chr9,47442119,47444501,gene-LOC103215887,LOC103215887,NC_023650.1
chr9,47483948,47513274,gene-LOC103216780,LOC103216780,NC_023650.1
chr9,47571495,47586247,gene-RGR,RGR,NC_023650.1
chr9,47588363,47598850,gene-LRIT1,LRIT1,NC_023650.1
chr9,47603280,47610230,gene-LRIT2,LRIT2,NC_023650.1
chr9,47611969,47638846,gene-CDHR1,CDHR1,NC_023650.1
chr9,47645479,47658029,gene-C9H10orf99,C9H10orf99,NC_023650.1
chr9,47683075,47697855,gene-GHITM,GHITM,NC_023650.1
chr9,47720210,47736854,gene-LOC103215899,LOC103215899,NC_023650.1
chr9,47775773,47792428,gene-LOC103215898,LOC103215898,NC_023650.1
chr9,47887808,47891953,gene-LOC103215900,LOC103215900,NC_023650.1
chr9,47933992,47954235,gene-LOC103215902,LOC103215902,NC_023650.1
chr9,47944388,48022877,gene-LOC103215901,LOC103215901,NC_023650.1
chr9,48095366,48096716,gene-LOC103215903,LOC103215903,NC_023650.1
chr9,48198262,48231766,gene-LOC103215906,LOC103215906,NC_023650.1
chr9,48846287,49957238,gene-NRG3,NRG3,NC_023650.1
chr9,49957189,49961493,gene-LOC103215907,LOC103215907,NC_023650.1
chr9,50020464,50022196,gene-LOC103215911,LOC103215911,NC_023650.1
chr9,51193535,51302073,gene-SH2D4B,SH2D4B,NC_023650.1
chr9,51317651,51381388,gene-TSPAN14,TSPAN14,NC_023650.1
chr9,51403837,51428015,gene-FAM213A,FAM213A,NC_023650.1
chr9,51468299,51478407,gene-DYDC2,DYDC2,NC_023650.1
chr9,51478484,51539958,gene-DYDC1,DYDC1,NC_023650.1
chr9,51540162,51558076,gene-MAT1A,MAT1A,NC_023650.1
chr9,51564280,51566665,gene-LOC103216782,LOC103216782,NC_023650.1
chr9,51582603,51589572,gene-LOC103215922,LOC103215922,NC_023650.1
chr9,51608886,51655514,gene-ANXA11,ANXA11,NC_023650.1
chr9,51665265,51677419,gene-PLAC9,PLAC9,NC_023650.1
chr9,51710027,51724078,gene-TMEM254,TMEM254,NC_023650.1
chr9,51809241,51820974,gene-SFTPD,SFTPD,NC_023650.1
chr9,51832389,51840178,gene-LOC103215928,LOC103215928,NC_023650.1
chr9,51891894,51892825,gene-LOC103215929,LOC103215929,NC_023650.1
chr9,51908288,51913988,gene-LOC103215930,LOC103215930,NC_023650.1
chr9,52013996,52076813,gene-ZCCHC24,ZCCHC24,NC_023650.1
chr9,52109865,52117703,gene-PPIF,PPIF,NC_023650.1
chr9,52150810,52414793,gene-ZMIZ1,ZMIZ1,NC_023650.1
chr9,52210571,52218225,gene-LOC103215934,LOC103215934,NC_023650.1
chr9,52383105,52394159,gene-LOC103216785,LOC103216785,NC_023650.1
chr9,52504180,52506423,gene-LOC103215939,LOC103215939,NC_023650.1
chr9,52760143,52820238,gene-LOC103215940,LOC103215940,NC_023650.1
chr9,52940692,52943437,gene-LOC103215941,LOC103215941,NC_023650.1
chr9,52980096,52989737,gene-LOC103215942,LOC103215942,NC_023650.1
chr9,53400876,53407746,gene-RPS24,RPS24,NC_023650.1
chr9,53411869,53462773,gene-POLR3A,POLR3A,NC_023650.1
chr9,53513871,53648510,gene-DLG5,DLG5,NC_023650.1
chr9,53727790,54557252,gene-KCNMA1,KCNMA1,NC_023650.1
chr9,53798184,53801128,gene-LOC103215954,LOC103215954,NC_023650.1
chr9,54732482,54736399,gene-LOC103215960,LOC103215960,NC_023650.1
chr9,54838434,55976189,gene-C9H10orf11,C9H10orf11,NC_023650.1
chr9,54989369,54991194,gene-LOC103215959,LOC103215959,NC_023650.1
chr9,55968762,55969917,gene-LOC103215957,LOC103215957,NC_023650.1
chr9,55977247,55981128,gene-ZNF503,ZNF503,NC_023650.1
chr9,55994382,55996655,gene-SPA17,SPA17,NC_023650.1
chr9,56073995,56085773,gene-LOC103215962,LOC103215962,NC_023650.1
chr9,56135882,56142754,gene-COMTD1,COMTD1,NC_023650.1
chr9,56141153,56160378,gene-VDAC2,VDAC2,NC_023650.1
chr9,56160431,56167243,gene-LOC103215963,LOC103215963,NC_023650.1
chr9,56190771,56259857,gene-SAMD8,SAMD8,NC_023650.1
chr9,56261811,56276861,gene-DUSP13,DUSP13,NC_023650.1
chr9,56299535,56335745,gene-DUPD1,DUPD1,NC_023650.1
chr9,56340579,56525809,gene-KAT6B,KAT6B,NC_023650.1
chr9,56392724,56547395,gene-LOC103215970,LOC103215970,NC_023650.1
chr9,56603443,56616081,gene-LOC103215973,LOC103215973,NC_023650.1
chr9,56659284,57222279,gene-ADK,ADK,NC_023650.1
chr9,57222363,57251593,gene-AP3M1,AP3M1,NC_023650.1
chr9,57253219,57375947,gene-VCL,VCL,NC_023650.1
chr9,57290430,57296875,gene-LOC103215980,LOC103215980,NC_023650.1
chr9,57452904,57459345,gene-PLAU,PLAU,NC_023650.1
chr9,57458340,57458820,gene-C9H10orf55,C9H10orf55,NC_023650.1
chr9,57498384,57559724,gene-CAMK2G,CAMK2G,NC_023650.1
chr9,57560122,57561331,gene-LOC103215987,LOC103215987,NC_023650.1
